1992/12/30,4803000,219887070,45.45,45.9,0.48,364
1992/12/31,3519000,161693680,45.9,45.92,0.02,353
1993/1/2,16325000,762618140,45.92,47.3,1.38,1225
1993/1/5,10376000,494647630,47.3,47.8,0.5,1131
1993/1/6,7741000,370554660,47.7,47.8,0,657
1993/1/7,6398000,307702800,47.8,47.8,0,829
1993/1/8,3477000,166880800,47.8,48.08,0.28,663
1993/1/9,7688000,372834230,48.38,48.41,0.33,840
1993/1/12,6977000,338062480,48.3,48.53,0.12,519
1993/1/13,5508000,267291720,48.21,48.48,-0.05,511
1993/1/14,7776000,380269200,48.23,48.95,0.47,758
1993/1/15,3971000,194096980,48.72,48.94,-0.01,455
1993/1/16,5598000,274259950,48.8,48.9,-0.04,594
1993/1/27,6713000,330976320,49.1,49.11,0.21,756
1993/1/28,16573000,812564630,48.91,49.03,-0.08,810
1993/1/29,11158000,542216080,48.46,48.6,-0.43,739
1993/1/30,4238000,205878500,48.5,48.52,-0.08,373
1993/2/2,5168000,249750440,48.01,48.3,-0.22,476
1993/2/3,7358000,349312380,47.32,47.66,-0.64,827
1993/2/4,4757000,225761190,47.35,47.45,-0.21,371
1993/2/5,3139000,149120540,47.2,47.45,0,494
1993/2/6,5801000,277395120,47.5,47.91,0.46,521
1993/2/9,4237000,205081810,48,48.5,0.59,575
1993/2/10,7665000,371421620,48.25,48.54,0.04,542
1993/2/11,5264000,254721750,48.26,48.37,-0.17,686
1993/2/12,8114000,396693580,48.4,48.59,0.22,849
1993/2/13,6138000,301275790,48.6,49.46,0.87,664
1993/2/16,4154000,204417200,49.04,49.2,-0.26,436
1993/2/17,4645000,228974460,49.16,49.5,0.3,336
1993/2/18,4018000,198896410,49.32,49.53,0.03,450
1993/2/19,6123000,305214950,49.57,50,0.47,544
1993/2/20,1270000,63411080,49.7,50,,345
1993/2/23,2001000,99310800,49.5,49.56,-0.44,264
1993/2/24,3957000,195271180,49.16,49.45,-0.11,296
1993/2/25,3115000,154273720,49.36,49.6,0.15,356
1993/2/26,6234000,311464670,49.7,49.8,0.2,387
1993/2/27,9139000,460315100,50,50.55,0.75,478
1993/3/1,7495000,386117500,50.8,51.95,1.4,528
1993/3/2,13953000,733167500,52.1,52.8,0.85,706
1993/3/3,19671000,1037574000,52.5,52.7,-0.1,729
1993/3/4,16061000,852025900,52.55,53.15,0.45,681
1993/3/5,22078000,1176644200,52.5,52.5,-0.65,809
1993/3/8,3510000,183267550,51.75,51.85,-0.65,475
1993/3/9,6131000,317388050,51.45,52,0.15,444
1993/3/10,10911000,562806350,51.2,51.35,-0.65,635
1993/3/11,19280000,984190450,50.75,51.4,0.05,681
1993/3/12,17917000,905092700,50.3,50.45,-0.95,1205
1993/3/15,15682000,784692260,49.65,49.65,-0.8,801
1993/3/16,18336000,899020560,48.8,49,-0.65,1265
1993/3/17,4684000,231030210,49,49.08,0.08,587
1993/3/18,9242000,462175580,49.5,50.7,1.62,949
1993/3/19,6632000,336354500,50.4,51,0.3,800
1993/3/22,4226000,200439180,47.43,47.43,-3.57,519
1993/3/23,25916000,1181326220,44.5,46.4,-1.03,2514
1993/3/24,10120000,474360000,46.45,46.95,0.55,1525
1993/3/25,5991000,281683230,46.75,46.8,-0.15,811
1993/3/26,7696000,361198110,46.7,46.79,-0.01,740
1993/3/29,4404000,214912170,48.28,49.1,2.31,952
1993/3/30,8016000,395164550,48.8,49.3,0.2,942
1993/3/31,8563000,421970140,48.98,48.99,-0.31,697
1993/4/1,4722000,230197700,48.4,48.7,-0.29,622
1993/4/2,1968000,96493740,48.9,48.91,0.21,307
1993/4/5,5805000,288708240,49.19,50,1.09,668
1993/4/6,3052000,153128790,49.9,49.92,-0.08,441
1993/4/7,797000,39784360,49.8,49.87,-0.05,204
1993/4/8,3677000,183962470,49.9,50.1,0.23,275
1993/4/9,1493000,74283700,49.6,49.8,-0.3,314
1993/4/12,8506000,431238900,50.05,50.95,1.15,725
1993/4/13,4769000,242874600,50.7,50.85,-0.1,358
1993/4/14,7859000,400888050,50.35,51.4,0.55,463
1993/4/15,13174000,673202600,50.35,50.4,-1,600
1993/4/16,12879000,655913850,50.35,51.15,0.75,517
1993/4/19,5415000,276703050,50.85,50.9,-0.25,347
1993/4/20,8261000,422935700,50.9,50.9,,609
1993/4/21,5493000,281252450,50.8,51.25,0.35,244
1993/4/22,11949000,617793600,50.3,50.5,-0.75,723
1993/4/23,6594000,335720450,50.7,50.8,0.3,376
1993/4/26,2449000,124846600,50.8,50.9,0.1,224
1993/4/27,2429000,122460350,50.1,50.4,-0.5,445
1993/4/28,3648000,182577450,49.8,49.95,-0.45,451
1993/4/29,6398000,312929040,48.38,48.69,-1.26,1129
1993/4/30,31243000,1466449980,45.8,47.5,-1.19,2285
1993/5/3,13192000,611433900,45.9,45.95,-1.55,1386
1993/5/4,5530000,257352020,46.06,47,1.05,972
1993/5/5,7810000,356041070,44.7,44.7,-2.3,1399
1993/5/6,6536000,295386370,44.65,45.3,0.6,893
1993/5/7,5232000,238236140,45,45.75,0.45,557
1993/5/10,6852000,306414880,44.4,44.6,-1.15,859
1993/5/11,6260000,277099650,43.7,44.72,0.12,939
1993/5/12,2610000,118837360,45.2,45.5,0.78,687
1993/5/13,2392000,107800100,44.8,45,-0.5,435
1993/5/14,3577000,159089360,44.1,44.1,-0.9,687
1993/5/17,17932000,748123560,41.02,41.02,-3.08,2083
1993/5/18,8184000,342546610,41.1,41.7,0.68,1342
1993/5/19,10694000,472299050,42.7,44.61,2.91,1340
1993/5/20,13113000,584407650,43.85,44.5,-0.11,1649
1993/5/21,6032000,272521560,44.11,45.21,0.71,1164
1993/5/24,3770000,170318430,44.5,45.12,-0.09,757
1993/5/25,4675000,211346530,44.65,44.95,-0.17,745
1993/5/26,6749000,310936460,45.77,45.95,1,867
1993/5/27,2306000,105840160,45.76,45.95,,455
1993/5/28,1952000,90180870,46.1,46.3,0.35,499
1993/5/31,3244000,148147100,45.3,45.35,-0.95,620
1993/6/1,2645000,119301250,44.81,45.2,-0.15,503
1993/6/2,2939000,131507430,44.62,44.69,-0.51,501
1993/6/3,8926000,393631490,43.6,43.64,-1.05,1078
1993/6/4,6959000,301615120,42.8,43.02,-0.62,922
1993/6/7,3170000,141581450,44,45.2,2.18,786
1993/6/8,3440000,156593790,45.2,45.6,0.4,660
1993/6/9,1643000,74725020,45.31,45.39,-0.21,289
1993/6/10,6412000,286189960,44.4,44.95,-0.44,602
1993/6/11,9946000,434775060,43.4,43.44,-1.51,1010
1993/6/14,7725000,331468910,42.1,42.2,-1.24,1042
1993/6/15,6911000,291573490,41.81,43,0.8,1036
1993/6/16,4653000,198565440,42.1,42.35,-0.65,804
1993/6/17,5538000,238923480,42.35,43.29,0.94,997
1993/6/18,6298000,268604370,42.47,42.6,-0.69,891
1993/6/21,2726000,117028940,42.52,42.52,-0.08,742
1993/6/23,4548000,199178600,42.91,43.9,1.38,1143
1993/6/24,4634000,205010330,43.9,44.36,0.46,786
1993/6/25,4994000,221913110,43.95,44.4,0.04,704
1993/6/28,3631000,158969830,43.51,43.72,-0.68,712
1993/6/29,4828000,210499030,43.29,43.8,0.08,603
1993/6/30,5444000,242727590,44.1,44.75,0.95,1060
1993/7/1,3948000,177103830,44.65,44.91,0.16,837
1993/7/2,3227000,142001480,43.9,43.92,-0.99,819
1993/7/5,4476000,194095550,43.28,43.4,-0.52,726
1993/7/6,4522000,196886380,43.35,43.8,0.4,563
1993/7/7,2471000,107693860,43.22,43.9,0.1,619
1993/7/8,3545000,155857130,43.76,43.82,-0.08,613
1993/7/9,4329000,190399330,43.71,44.35,0.53,618
1993/7/12,3406000,151135590,44.04,44.04,-0.31,531
1993/7/13,1739000,76181950,43.7,43.7,-0.34,420
1993/7/14,3800000,165563560,43.32,43.32,-0.38,573
1993/7/15,9665000,412460110,42.4,42.6,-0.72,1345
1993/7/16,3536000,150394090,42.35,42.38,-0.22,649
1993/7/19,6277000,264920910,41.95,42.37,-0.01,678
1993/7/20,8764000,365221620,41.2,41.2,-1.17,1250
1993/7/21,6458000,270971490,41.65,41.99,0.79,880
1993/7/22,5014000,207350060,41.12,41.6,-0.39,840
1993/7/23,4087000,170598640,41.5,41.58,-0.02,675
1993/7/26,4621000,190060480,41,41.2,-0.38,735
1993/7/27,6242000,257945080,40.9,41.86,0.66,972
1993/7/28,4877000,204065360,41.55,41.74,-0.12,660
1993/7/29,2526000,104894610,41.38,41.38,-0.36,525
1993/7/30,4483000,188192230,41.7,41.91,0.53,710
1993/8/2,4250000,176815350,41.5,41.65,-0.26,612
1993/8/3,2572000,107123740,41.5,41.67,0.02,501
1993/8/4,3277000,135723600,41.3,41.3,-0.37,675
1993/8/5,5663000,237884970,41.18,42.8,1.5,1180
1993/8/6,7607000,322891480,42.11,42.27,-0.53,928
1993/8/9,3624000,151790960,41.69,42.24,-0.03,527
1993/8/10,2919000,122945620,42.02,42.02,-0.22,423
1993/8/11,3276000,137705350,41.77,41.77,-0.25,621
1993/8/12,1448000,60421660,41.6,41.78,0.01,341
1993/8/13,2113000,88318990,41.5,41.82,0.04,412
1993/8/16,2061000,86013150,41.65,41.65,-0.17,393
1993/8/17,3021000,126200900,41.7,41.73,0.08,394
1993/8/18,6605000,279824870,41.73,42.74,1.01,1001
1993/8/19,9208000,402644860,43,44.2,1.46,1845
1993/8/20,5553000,245609520,44.03,44.2,,888
1993/8/23,5633000,249809150,44.19,44.45,0.25,760
1993/8/26,8794000,400858510,45,45.95,1.5,1339
1993/8/27,5288000,241852040,45.52,45.6,-0.35,698
1993/8/30,4480000,203985220,45.36,45.59,-0.01,561
1993/8/31,8130000,370842060,45.03,45.15,-0.44,918
1993/9/1,5891000,269403110,45.3,45.8,0.65,614
1993/9/2,2231000,101876580,45.51,45.62,-0.18,371
1993/9/3,4700000,212568570,44.8,44.84,-0.78,837
1993/9/6,5569000,248779220,44.46,44.93,0.09,619
1993/9/7,3627000,164483490,44.93,45.5,0.57,635
1993/9/8,4244000,193465830,45.32,45.47,-0.03,707
1993/9/9,3800000,172436140,45.2,45.4,-0.07,331
1993/9/10,4468000,203623150,45.3,45.45,0.05,413
1993/9/13,12497000,576520900,46,46.3,0.85,926
1993/9/14,8103000,375773280,46.15,46.3,,577
1993/9/15,7410000,340022990,45.6,45.76,-0.54,452
1993/9/16,6356000,289743150,45.4,45.76,,511
1993/9/17,4935000,224095590,45.15,45.4,-0.36,429
1993/9/20,7416000,338583940,45.4,45.6,0.2,443
1993/9/21,14017000,648228830,46,46.21,0.61,857
1993/9/22,10730000,497142470,46.15,46.33,0.12,511
1993/9/23,3242000,149238990,45.93,46.2,-0.13,394
1993/9/24,3346000,153045030,45.4,45.4,-0.8,540
1993/9/27,1312000,59474020,45.2,45.4,,323
1993/9/29,2958000,134371930,45.3,45.39,-0.01,340
1993/9/30,5675000,259507260,45.45,45.6,0.21,533
1993/10/1,6967000,320050900,45.65,46.3,0.7,573
1993/10/4,21132000,996139430,46.92,47.26,0.96,1441
1993/10/5,9362000,443730140,47.27,47.49,0.23,650
1993/10/6,10442000,496934950,47.13,47.3,-0.19,776
1993/10/7,8950000,425334290,47.39,47.5,0.2,580
1993/10/8,5198000,246554850,47.27,47.5,,487
1993/10/11,4890000,230147560,46.9,47.15,-0.35,451
1993/10/12,3444000,160567900,46.28,46.28,-0.87,618
1993/10/13,4133000,191194670,46.15,46.15,-0.13,422
1993/10/14,8848000,401602500,45.03,45.16,-0.99,1256
1993/10/15,8455000,382359270,44.94,45.08,-0.08,694
1993/10/18,1397000,62949670,44.95,45.04,-0.04,363
1993/10/19,3078000,139098260,45.07,45.37,0.33,432
1993/10/20,5549000,249956770,44.9,45.1,-0.27,779
1993/10/21,4170000,188619550,44.9,45.17,0.07,516
1993/10/22,2345000,106059230,45.15,45.2,0.03,315
1993/10/26,5597000,248599170,44.2,44.22,-0.98,932
1993/10/27,6037000,265808920,43.81,44.15,-0.07,801
1993/10/28,4275000,190377440,44.39,44.85,0.7,517
1993/10/29,1279000,57079550,44.51,44.72,-0.13,328
1993/11/1,1630000,72630560,44.16,44.29,-0.43,410
1993/11/2,2759000,123507320,44.31,45.2,0.91,575
1993/11/3,9666000,442654710,45.2,46.02,0.82,1015
1993/11/4,10320000,475852030,45.85,46.2,0.18,802
1993/11/5,14989000,701535890,46.56,46.93,0.73,1006
1993/11/8,6190000,289511250,46.62,46.81,-0.12,635
1993/11/9,7071000,330263450,46.5,46.81,,548
1993/11/10,11687000,547243060,46.59,46.85,0.04,635
1993/11/11,6506000,301178760,46,46,-0.85,730
1993/11/12,10154000,473316370,46.23,46.51,0.51,897
1993/11/15,10648000,499385260,46.6,46.6,0.09,568
1993/11/16,10298000,481605410,46.6,46.78,0.18,493
1993/11/17,26781000,1268802790,46.79,47.6,0.82,1626
1993/11/18,17522000,837419440,47.6,47.6,,1074
1993/11/19,9392000,447219000,47.4,47.4,-0.2,663
1993/11/22,8088000,374028660,45.75,45.75,-1.65,1608
1993/11/23,4066000,185890530,45.3,45.8,0.05,760
1993/11/24,5439000,250734210,45.88,46.35,0.55,624
1993/11/25,1774000,81645530,45.9,46.03,-0.32,305
1993/11/26,6247000,288101290,45.46,45.46,-0.57,815
1993/11/29,4770000,216662180,45.25,45.55,0.09,628
1993/11/30,12616000,571340980,44.88,45.5,-0.05,1212
1993/12/1,11673000,531063520,45.21,45.63,0.13,896
1993/12/2,8488000,390043410,45.8,46.06,0.43,667
1993/12/3,2628000,121543770,46.06,46.4,0.34,528
1993/12/6,2282000,105866170,46.16,46.6,0.2,478
1993/12/7,3160000,147014780,46.4,46.64,0.04,521
1993/12/8,2216000,103044430,46.42,46.5,-0.14,388
1993/12/9,3796000,176651950,46.45,46.5,,440
1993/12/10,5224000,242841820,46.35,46.43,-0.07,520
1993/12/13,10868000,507037650,45.8,46,-0.43,1249
1993/12/14,2300000,106309120,46.12,46.23,0.23,368
1993/12/15,13490000,633109970,46.45,47.15,0.92,1194
1993/12/16,8268000,390206830,47.05,47.3,0.15,681
1993/12/17,13153000,620797940,47.11,47.18,-0.12,465
1993/12/20,6789000,317317910,46.2,46.52,-0.66,545
1993/12/21,1774000,83085890,46.76,46.99,0.47,243
1993/12/22,7872000,372228670,47.01,47.2,0.21,532
1993/12/23,1066000,50037640,46.85,46.96,-0.24,215
1993/12/24,3315000,156119460,46.96,47.25,0.29,343
1993/12/27,5952000,279834990,46.98,47.02,-0.23,490
1993/12/28,5113000,240707260,47,47.2,0.18,457
1993/12/29,14060000,671745180,47.5,47.98,0.78,1146
1993/12/30,8219000,394604670,47.9,48.07,0.09,603
1993/12/31,15894000,767395400,47.91,48.5,0.43,947
1994/1/3,5175000,250369840,48.16,48.3,-0.2,493
1994/1/4,6241000,297438150,47.36,47.49,-0.81,927
1994/1/5,8543000,401269190,46.85,46.87,-0.62,880
1994/1/6,3115000,145957100,46.7,46.87,,434
1994/1/7,8100000,378179780,46.48,46.5,-0.37,718
1994/1/10,2124000,98970400,46.48,46.68,0.18,397
1994/1/11,4443000,208183430,46.65,46.9,0.22,394
1994/1/12,7976000,369450300,45.9,45.95,-0.95,1151
1994/1/13,5363000,246742030,45.7,45.89,-0.06,778
1994/1/14,6006000,275528560,45.55,46.09,0.2,754
1994/1/17,3729000,173786340,46.46,46.66,0.57,754
1994/1/18,1292000,60211820,46.52,46.57,-0.09,240
1994/1/19,1774000,82403700,46.3,46.43,-0.14,324
1994/1/20,3132000,144906670,46.01,46.29,-0.14,472
1994/1/21,2437000,112208630,45.91,45.91,-0.38,466
1994/1/24,6951000,316788080,45.25,45.39,-0.52,965
1994/1/25,6497000,294433770,45.11,45.37,-0.02,636
1994/1/26,3653000,166953090,45.51,45.83,0.46,616
1994/1/27,2386000,109407100,45.74,45.83,,319
1994/1/28,2386000,110190290,45.83,46.3,0.47,532
1994/1/31,10803000,506114950,46.3,47.09,0.79,1061
1994/2/1,7083000,333418840,46.91,47.08,-0.01,633
1994/2/2,17403000,829453020,47.38,47.55,0.47,1399
1994/2/3,10379000,494097900,47.53,47.67,0.12,675
1994/2/14,15342000,745350450,48.25,48.48,0.81,1178
1994/2/15,8823000,428104620,48.42,48.49,0.01,732
1994/2/16,5830000,281515720,48.06,48.4,-0.09,808
1994/2/17,11169000,535695590,47.7,47.77,-0.63,957
1994/2/18,8696000,416216320,47.62,47.95,0.18,671
1994/2/21,5249000,252471370,48,48.17,0.22,632
1994/2/22,9332000,446431020,47.76,47.9,-0.27,545
1994/2/23,7684000,365440210,47.32,47.9,,604
1994/2/24,2667000,127726510,47.62,47.93,0.03,384
1994/2/25,26948000,1310027660,48.25,48.63,0.7,1498
1994/3/1,16898000,823310190,48.6,48.83,0.2,768
1994/3/2,7486000,365018160,48.52,48.7,-0.13,613
1994/3/3,7307000,353168780,48.15,48.5,-0.2,647
1994/3/4,2197000,106107810,48.2,48.2,-0.3,361
1994/3/7,12442000,603642800,48.4,48.45,0.25,612
1994/3/8,11222000,543229150,47.9,47.9,-0.55,724
1994/3/9,13726000,660208510,47.92,48.21,0.31,656
1994/3/10,3185000,152818810,47.8,48.05,-0.16,428
1994/3/11,6378000,307106270,48.02,48.18,0.13,352
1994/3/14,3298000,157934710,47.66,47.74,-0.44,314
1994/3/15,7815000,369114940,46.95,47.1,-0.64,960
1994/3/16,3615000,170725320,47,47.29,0.19,321
1994/3/17,5316000,249407760,46.79,46.86,-0.43,567
1994/3/18,3551000,166385600,46.75,46.86,,348
1994/3/21,3429000,160795270,46.86,46.87,0.01,322
1994/3/22,9536000,443911420,46.4,46.72,-0.15,757
1994/3/23,10972000,508668300,46.18,46.5,-0.22,794
1994/3/24,5034000,234326370,46.4,46.4,-0.1,476
1994/3/25,2609000,121852570,46.49,46.85,0.45,371
1994/3/28,4493000,210403920,46.71,46.71,-0.14,391
1994/3/29,8957000,415558800,46.22,46.22,-0.49,529
1994/3/30,9329000,430906000,46.11,46.23,0.01,559
1994/3/31,3913000,182317380,46.4,46.75,0.52,337
1994/4/1,6105000,283978770,46.35,46.75,,517
1994/4/4,2461000,115137460,46.66,46.7,-0.05,309
1994/4/6,1731000,80815800,46.6,46.65,-0.05,213
1994/4/7,5814000,270607770,46.45,46.5,-0.15,639
1994/4/8,2002000,93360880,46.53,46.65,0.15,209
1994/4/11,5313000,247118790,46.46,46.5,-0.15,240
1994/4/12,1288000,59916390,46.41,46.68,0.18,189
1994/4/13,1449000,67664410,46.68,46.73,0.05,157
1994/4/14,7099000,330112300,46.47,46.5,-0.23,399
1994/4/15,15942000,734003090,45.8,45.91,-0.59,984
1994/4/18,19698000,884272720,44.22,44.6,-1.31,1734
1994/4/19,3269000,146420560,44.63,44.9,0.3,508
1994/4/20,6765000,301909240,44.4,44.4,-0.5,649
1994/4/21,7273000,322015700,43.9,44.78,0.38,607
1994/4/22,4029000,181626690,44.85,44.85,0.07,573
1994/4/25,2139000,96306230,44.84,45.11,0.26,225
1994/4/26,3312000,149939600,45.06,45.35,0.24,357
1994/4/27,2750000,124693350,45.28,45.37,0.02,340
1994/4/28,3115000,141313940,45.13,45.5,0.13,347
1994/4/29,3583000,163155040,45.36,45.78,0.28,277
1994/5/3,4477000,206004490,45.88,45.94,0.16,352
1994/5/4,6009000,275281870,45.7,45.8,-0.14,335
1994/5/5,8188000,381524830,46.09,46.89,1.09,950
1994/5/6,3542000,165999540,46.7,46.91,0.02,523
1994/5/9,3563000,167187620,46.81,47,0.09,325
1994/5/10,3324000,156195530,46.86,47,,390
1994/5/11,6348000,296462060,46.58,46.8,-0.2,419
1994/5/12,4393000,205380340,46.68,46.85,0.05,299
1994/5/13,7232000,341466780,46.85,47.2,0.35,613
1994/5/16,4450000,209404960,46.95,46.99,-0.21,347
1994/5/17,6966000,325316680,46.47,46.47,-0.52,518
1994/5/18,5164000,240944700,46.47,46.69,0.22,343
1994/5/19,14027000,637807870,45.26,45.38,X,759
1994/5/20,2914000,132112570,45.25,45.26,-0.12,314
1994/5/23,2562000,114658420,44.6,44.67,-0.59,519
1994/5/24,1768000,79146070,44.6,44.85,0.18,302
1994/5/25,4213000,189326100,44.65,44.74,-0.11,414
1994/5/26,1067000,47885000,44.7,45.05,0.31,233
1994/5/27,5165000,234473770,45.21,45.44,0.39,476
1994/5/30,2257000,102420480,45.29,45.42,-0.02,237
1994/5/31,6571000,298850400,45.32,45.51,0.09,453
