1997/2/27,2097000,65155830,29.01,31.2,0.01,338
97/02/29,954000,29510380,30.66,31.08,-0.12,79
1997/3/3,566000,17081430,29.9,30.3,-0.78,47
1997/3/4,487000,14912830,30.43,30.8,0.5,41
1997/3/5,300000,9235150,30.64,30.78,-0.02,39
1997/3/6,560000,17442020,31,31.19,0.41,77
1997/3/7,236000,7208830,30.33,30.33,-0.86,55
1997/3/10,278000,8300380,29.2,29.5,-0.83,70
1997/3/11,744000,22009650,29.5,29.87,0.37,37
1997/3/12,512000,15537030,30.2,30.31,0.44,43
1997/3/13,317000,9521110,29.59,29.59,-0.72,36
1997/3/14,292000,8710760,29.45,29.64,0.05,21
1997/3/17,222000,6502710,28.9,29.5,-0.14,27
1997/3/18,245000,7190340,29.25,29.4,-0.1,19
1997/3/19,160000,4771960,29.63,29.86,0.46,23
1997/3/20,1385000,42927370,29.91,31.7,1.84,82
1997/3/21,528000,17025740,32.01,32.26,0.56,124
1997/3/24,1871000,64486020,34.25,34.51,2.25,151
1997/3/25,1742000,58560360,33.02,33.35,-1.16,115
1997/3/26,1076000,36206760,33.25,33.3,-0.05,44
1997/3/27,1067000,35120290,32.65,32.91,-0.39,41
1997/3/28,238000,7825300,32.79,32.9,-0.01,28
1997/3/31,190000,6157880,32.2,32.2,-0.7,20
1997/4/1,191000,6157130,32,32.2,,24
1997/4/2,94000,3014850,31.8,32.2,,31
1997/4/3,380000,12354310,32.12,33,0.8,37
1997/4/7,76000,2456280,32.15,32.41,-0.59,16
1997/4/8,77000,2486070,32.17,32.37,-0.04,17
1997/4/9,166000,5389790,32.3,32.46,0.09,20
1997/4/10,75000,2446480,32.51,32.64,0.18,12
1997/4/11,502000,16892030,32.81,33.8,1.16,60
1997/4/14,797000,27350390,33.82,34.25,0.45,94
1997/4/15,221000,7562470,34.1,34.2,-0.05,31
1997/4/16,629000,21959160,34.61,35.5,1.3,61
1997/4/17,168000,5963520,34.88,35.25,-0.25,49
1997/4/18,340000,12070290,35.09,35.09,-0.16,48
1997/4/21,136000,4788190,34.39,35,-0.09,29
1997/4/22,111000,3848800,34.5,34.5,-0.5,35
1997/4/23,141000,4877650,34.5,34.7,0.2,21
1997/4/24,249000,8751330,34.77,35.1,0.4,81
1997/4/25,176000,6162910,34.7,35,-0.1,32
1997/4/28,186000,6533270,34.8,35.4,0.4,53
1997/4/29,516000,18339960,35.2,35.2,-0.2,55
1997/4/30,119000,4173000,35,35.2,,31
1997/5/2,107000,3785390,35.3,35.4,0.2,20
1997/5/5,400000,13844960,34.03,34.11,-1.29,40
1997/5/6,318000,10686980,33.31,33.7,-0.41,40
1997/5/7,257000,8713610,33.7,33.9,0.2,23
1997/5/8,1072000,36194250,33.6,33.9,,31
1997/5/9,493000,16529320,33.35,33.45,-0.45,40
1997/5/12,230000,7560870,32.66,33.3,-0.15,30
1997/5/13,467000,15623370,32.91,33.87,0.57,39
1997/5/14,503000,17115220,33.84,34,0.13,26
1997/5/15,585000,20148240,34.15,34.49,0.49,38
1997/5/16,602000,20969280,34.6,34.95,0.46,41
1997/5/19,880000,30757510,34.8,35.03,0.08,54
1997/5/20,332000,11460970,34,34,-1.03,47
1997/5/21,83000,2801570,33.5,33.7,-0.3,16
1997/5/22,300000,9921520,32.8,33.66,-0.04,39
1997/5/23,336000,11209310,33.06,33.17,-0.49,30
1997/5/26,200000,6583870,32.7,32.7,-0.47,25
1997/5/27,87000,2858100,32.7,32.95,0.25,14
1997/5/28,202000,6632490,32.59,32.59,-0.36,24
1997/5/29,148000,4883380,32.9,33,0.41,13
1997/5/30,128000,4217950,32.61,33.05,0.05,17
1997/6/2,74000,2466850,33.29,33.4,0.35,12
1997/6/3,112000,3718080,32.84,32.84,-0.56,11
1997/6/4,216000,7083220,32.62,32.91,0.07,18
1997/6/5,190000,6163350,32.1,33.2,0.29,31
1997/6/6,67000,2217960,33.08,33.08,-0.12,12
1997/6/9,68000,2185260,31.8,32.14,-0.94,18
1997/6/10,166000,5273040,31.15,31.15,-0.99,46
1997/6/11,84000,2631970,31.25,31.29,0.14,21
1997/6/12,190000,5796790,30.11,30.11,-1.18,32
1997/6/13,126000,3852640,30.38,30.81,0.7,14
1997/6/16,65000,2016740,30.86,30.86,0.05,10
1997/6/17,75000,2322860,30.76,31.3,0.44,14
1997/6/18,744000,23414970,31.25,31.49,0.19,39
1997/6/19,84000,2582790,30.7,30.7,-0.79,13
1997/6/20,98000,2993920,30.4,30.4,-0.3,13
1997/6/23,32000,967150,29.13,30.4,,9
1997/6/24,83000,2527890,30.4,30.4,,11
1997/6/25,58000,1763250,30.2,30.8,0.4,8
1997/6/26,10000,309500,30.75,31,0.2,3
1997/6/27,81000,2392600,29.5,29.6,-1.4,12
1997/6/30,280000,8194620,28.89,28.89,-0.71,27
1997/7/1,576000,16687420,28.64,28.97,0.08,48
1997/7/2,452000,12789450,27.28,27.28,-1.69,36
1997/7/3,427000,11464850,26.53,27.65,0.37,35
1997/7/4,86000,2359740,27.19,27.19,-0.46,17
1997/7/7,58000,1573770,27.08,27.21,0.02,9
1997/7/8,282000,7554640,26.05,26.19,-1.02,41
1997/7/9,230000,6077900,26,26.22,0.03,29
1997/7/10,104000,2725980,25.2,26.88,0.66,20
1997/7/11,213000,5716010,26.13,27,0.12,25
1997/7/14,153000,4045890,26.1,26.1,-0.9,24
1997/7/15,136000,3374020,24.47,24.81,-1.29,21
1997/7/16,179000,4353650,24.22,24.34,-0.47,22
1997/7/17,109000,2767430,25.23,25.61,1.27,23
1997/7/18,139000,3545920,24.8,24.8,-0.81,23
1997/7/21,187000,4948500,25.05,26.53,1.73,46
1997/7/22,53000,1397680,26.25,26.49,-0.04,16
1997/7/23,191000,5254400,27,28,1.51,32
1997/7/24,67000,1860770,27.5,27.69,-0.31,13
1997/7/25,78000,2111000,26.88,26.88,-0.81,13
1997/7/29,39000,1002660,25.52,25.75,-1.13,13
1997/7/30,102000,2667340,25.96,25.96,0.21,18
1997/7/31,87000,2266510,25.8,25.8,-0.16,13
1997/8/1,54000,1393380,25.6,26.15,0.35,9
1997/8/4,50000,1306800,26.11,26.11,-0.04,4
1997/8/5,115000,2976320,25.47,25.66,-0.45,15
1997/8/6,63000,1645810,25.65,26.3,0.64,11
1997/8/7,64000,1671390,25.99,26.08,-0.22,11
1997/8/8,248000,6504770,26.09,26.74,0.66,25
1997/8/11,63000,1709270,26.91,27.22,0.48,9
1997/8/12,48000,1296700,26.9,26.9,-0.32,5
1997/8/13,48000,1277840,26.54,26.54,-0.36,9
1997/8/14,82000,2200050,26.7,27.1,0.56,11
1997/8/15,194000,5169510,26.32,26.43,-0.67,19
1997/8/18,162000,4115900,25.03,25.11,-1.32,19
1997/8/19,45000,1131020,24.99,25.2,0.09,7
1997/8/20,651000,16198110,24.6,25.27,0.07,49
1997/8/21,29000,726740,24.95,24.95,-0.32,9
1997/8/22,164000,4122830,24.86,25.28,0.33,16
1997/8/25,43000,1087330,25.18,25.42,0.14,6
1997/8/26,75000,1897100,25.16,25.35,-0.07,8
1997/8/27,76000,1940040,25.4,25.8,0.45,11
1997/8/28,39000,1004620,25.7,25.7,-0.1,6
1997/8/29,94000,2450210,25.73,25.73,0.03,9
1997/9/1,96000,2433680,25.18,25.18,-0.55,7
1997/9/2,26000,656300,25.05,25.05,-0.13,5
1997/9/3,109000,2698370,24.4,24.4,-0.65,11
1997/9/4,110000,2661440,23.45,23.51,-0.89,16
1997/9/5,58000,1335700,22.75,23.04,-0.47,12
1997/9/8,48000,1183120,24.63,24.65,1.61,10
1997/9/9,395000,9650430,24.26,24.31,-0.34,28
1997/9/10,195000,4866620,24.51,24.91,0.6,20
1997/9/11,189000,4578580,24.05,24.1,-0.81,23
1997/9/12,69000,1678970,24.18,24.51,0.41,12
1997/9/15,182000,4303450,23.05,23.08,-1.43,22
1997/9/16,131000,2815310,21.47,21.6,-1.48,21
1997/9/17,170000,3722840,21.18,21.18,-0.42,22
1997/9/18,471000,9365710,19.7,19.7,-1.48,45
1997/9/19,176000,3704230,20.68,21.07,1.37,22
1997/9/22,60000,1317810,21.8,21.8,0.73,11
1997/9/23,33000,720660,21.4,22.04,0.24,9
1997/9/24,13000,281640,21.37,21.54,-0.5,7
1997/9/25,32000,678110,21.04,21.48,-0.06,9
1997/9/26,71000,1504880,21.02,21.02,-0.46,13
1997/9/30,47000,923050,19.59,19.64,-1.38,10
1997/10/1,253000,4997720,19.54,19.76,0.12,19
1997/10/2,143000,2872440,19.96,20.12,0.36,10
1997/10/3,44000,855550,19.39,19.78,-0.34,5
1997/10/6,21000,387080,18.4,18.5,-1.28,8
1997/10/7,89000,1609210,17.54,18.29,-0.21,17
1997/10/8,94000,1642350,17.1,17.1,-1.19,13
1997/10/9,230000,3927580,16.68,16.68,-0.42,21
1997/10/13,48000,775170,16.1,16.18,-0.5,10
1997/10/14,77000,1331500,17.18,17.31,1.13,14
1997/10/15,140000,2403500,17.07,17.11,-0.2,13
1997/10/16,2000,33040,16.52,16.52,-0.59,2
1997/10/17,16000,256320,15.95,15.95,-0.57,8
1997/10/20,30000,462000,15.4,15.4,-0.55,6
1997/10/21,76000,1169490,15.17,15.19,-0.21,11
1997/10/22,234000,3594610,14.97,15.03,-0.16,21
1997/10/23,4000,58040,14.51,14.51,-0.52,4
1997/10/24,4000,56040,14.01,14.01,-0.5,3
1997/10/27,75000,977250,13.03,13.03,-0.98,6
1997/10/28,234000,3040640,12.12,13.59,0.56,26
1997/10/29,190000,2673470,13.6,13.6,0.01,24
1997/10/30,167000,2408160,14.36,14.55,0.95,20
1997/10/31,200000,3089500,14.92,15.51,0.96,29
1997/11/3,426000,6982060,15.71,16.59,1.08,42
1997/11/4,57000,920240,15.43,16.2,-0.39,13
1997/11/5,300000,5172920,16.9,17.2,1,26
1997/11/6,57000,915130,16,16,-1.2,12
1997/11/7,346000,5598910,15.01,16.79,0.79,31
1997/11/10,15000,247600,16.24,16.56,-0.23,6
1997/11/11,72000,1120210,15.48,15.48,-1.08,16
1997/11/12,141000,2157570,15.08,15.34,-0.14,8
1997/11/13,14000,200540,14.27,14.27,-1.07,9
1997/11/14,84000,1225570,14.49,14.59,0.32,11
1997/11/17,8000,110330,13.57,14.41,-0.18,5
1997/11/18,45000,664150,14.4,15.05,0.64,8
1997/11/19,106000,1583930,14.71,14.71,-0.34,9
1997/11/20,49000,687540,14,14,-0.71,4
1997/11/21,33000,437660,13.02,13.67,-0.33,12
1997/11/24,78000,1080620,13.4,14,0.33,11
1997/11/25,61000,903850,14.59,14.59,0.59,13
1997/11/26,70000,1056600,14.67,15.04,0.45,9
1997/11/27,156000,2490440,15.55,16.09,1.05,17
1997/11/28,16000,252250,15.62,15.84,-0.25,6
1997/12/1,53000,877970,15.89,16.59,0.75,6
1997/12/2,65000,1040450,15.5,15.5,-1.09,9
1997/12/3,46000,738060,15.98,16.11,0.61,5
1997/12/4,45000,705350,15.07,15.07,-1.04,15
1997/12/5,125000,1890150,14.86,15.08,0.01,11
1997/12/8,25000,402850,15.93,16.13,1.05,3
1997/12/9,103000,1759360,16.8,16.9,0.77,15
1997/12/10,120000,2110740,16.75,17.94,1.04,23
1997/12/11,49000,866180,17.54,17.54,-0.4,10
1997/12/12,138000,2351980,16.32,16.32,-1.22,13
1997/12/15,141000,2425470,16.87,17.04,0.72,19
1997/12/16,9000,154130,16.99,17.3,0.26,5
1997/12/17,63000,1127220,17.78,17.88,0.58,9
1997/12/18,15000,260350,17.32,17.34,-0.54,4
1997/12/19,34000,592380,17.34,17.55,0.21,5
1997/12/22,7000,121950,16.95,16.95,-0.6,2
1997/12/23,10000,166870,16.5,16.5,-0.45,4
1997/12/24,72000,1185260,16.14,16.62,0.12,10
1997/12/25,23000,379510,16.45,16.45,-0.17,6
1997/12/26,20000,332700,16.55,16.75,0.3,4
1997/12/29,92000,1530500,16.53,16.67,-0.08,8
1997/12/30,151000,2628770,16.75,17.68,1.01,9
1997/12/31,21000,367360,17.46,17.46,-0.22,3
1998/1/5,211000,3803340,17.71,17.86,0.4,20
1998/1/6,80000,1424550,17.67,17.67,-0.19,9
1998/1/7,32000,568720,17.7,17.71,0.04,7
1998/1/8,17000,287930,16.77,16.8,-0.91,5
1998/1/9,28000,450840,15.65,16.28,-0.52,7
1998/1/10,24000,383730,15.97,15.97,-0.31,3
1998/1/12,149000,2349620,15.57,15.82,-0.15,10
1998/1/13,334000,5354210,15.67,16.19,0.37,23
1998/1/14,233000,3848460,16.39,16.46,0.27,16
1998/1/15,35000,541400,15.32,15.38,-1.08,6
1998/1/16,165000,2507660,15.02,15.17,-0.21,15
1998/1/17,97000,1496610,15.26,15.41,0.24,13
1998/1/19,36000,560220,15.43,15.47,0.06,6
1998/1/20,17000,256850,15,15.01,-0.46,6
1998/1/21,77000,1135010,14.5,15.02,0.01,13
1998/2/2,39000,569000,14.53,14.53,-0.49,5
1998/2/3,143000,2133300,14.62,15.1,0.57,13
1998/2/4,122000,1820790,14.86,14.99,-0.11,9
1998/2/5,45000,672140,14.9,14.98,-0.01,3
1998/2/6,5000,74870,14.7,14.7,-0.28,3
1998/2/9,21000,321330,15.28,15.28,0.58,6
1998/2/10,23000,347070,15.09,15.09,-0.19,3
1998/2/11,40000,591070,14.76,14.78,-0.31,5
1998/2/12,31000,475320,14.98,14.98,0.2,14
1998/2/13,22000,333640,15.04,15.21,0.23,5
1998/2/16,16000,242080,15.13,15.13,-0.08,2
1998/2/17,19000,282850,14.79,14.79,-0.34,10
1998/2/18,22000,321200,14.6,14.6,-0.19,4
1998/2/19,109000,1586070,14.24,14.66,0.06,10
1998/2/20,20000,287600,14.38,14.38,-0.28,2
1998/2/23,8000,111770,13.77,13.77,-0.61,7
1998/2/24,3000,42290,14.09,14.09,0.32,2
1998/2/25,92000,1351880,14.09,14.76,0.67,13
1998/2/26,80000,1170640,14.5,14.5,-0.26,10
1998/2/27,11000,160310,14.55,14.61,0.11,4
1998/3/2,86000,1184300,13.59,13.59,-1.02,14
1998/3/3,13000,172260,12.93,13.45,-0.14,8
1998/3/4,74000,993320,13.37,13.54,0.09,10
1998/3/5,10000,138510,13.69,13.94,0.4,5
1998/3/6,4000,54820,13.68,13.68,-0.26,2
1998/3/9,14000,192370,13.68,13.72,0.04,6
1998/3/10,2000,27610,13.71,13.9,0.18,2
1998/3/11,25000,359910,14.21,14.21,0.31,11
1998/3/12,12000,172570,14.3,14.4,0.19,4
1998/3/13,220000,3212160,14.01,14.8,0.4,18
1998/3/16,28000,417040,14.81,15.1,0.3,6
1998/3/17,45000,693740,15.25,15.51,0.41,11
1998/3/18,25000,389130,15.4,15.53,0.02,6
1998/3/19,101000,1600090,15.75,15.75,0.22,17
1998/3/20,11000,170320,15.34,15.43,-0.32,7
1998/3/23,31000,487800,15.48,15.84,0.41,4
1998/3/24,25000,409690,16.24,16.33,0.49,12
1998/3/25,79000,1302000,16.33,16.5,0.17,10
1998/3/26,75000,1250910,16.33,16.9,0.4,13
1998/3/27,227000,3932650,16.95,17.19,0.29,18
1998/3/30,144000,2357110,16.05,16.05,-1.14,21
1998/3/31,35000,571420,16.29,16.56,0.51,5
1998/4/1,69000,1155680,16.67,16.75,0.19,12
1998/4/2,194000,3434370,16.95,17.88,1.13,26
1998/4/3,145000,2661600,17.94,18.75,0.87,31
1998/4/6,107000,2030560,18.75,18.84,0.09,18
1998/4/7,159000,2959950,18.52,18.61,-0.23,12
1998/4/8,69000,1281210,17.73,17.73,-0.88,14
1998/4/9,154000,2826310,17.99,18.84,1.11,17
1998/4/10,28000,542510,19.26,19.27,0.43,8
1998/4/13,70000,1343820,18.2,19.3,0.03,14
1998/4/14,65000,1253180,19.13,19.4,0.1,12
1998/4/15,29000,559750,19.21,19.4,,3
