1999/7/1,100,815,815,815,4,1
1999/7/2,1000,810,810,810,-5,3
1999/7/5,100,811.1,811.1,811.1,1.1,1
1999/7/6,200,820,820,820,8.9,2
1999/7/7,200,820,820,820,,2
1999/7/8,100,820,820,820,,1
1999/7/9,500,830,830,830,10,2
1999/7/12,100,839,839,839,9,1
1999/7/13,200,839,834.1,834.1,-4.9,2
1999/7/14,500,839,836,839,4.9,3
1999/7/15,0,870,870,870,,0
1999/7/16,100,854.5,854.5,854.5,X,1
1999/7/19,100,849.7,849.7,849.7,-4.8,1
1999/7/20,200,849.2,820.1,849.2,-0.5,2
1999/7/21,0,870,870,870,,0
1999/7/22,100,820.2,820.2,820.2,X,1
1999/7/23,0,870,870,870,,0
1999/7/26,2200,854,845,850,X,11
1999/7/27,4100,850.1,840.1,840.1,-9.9,11
1999/7/28,200,897,873,873,32.9,2
1999/7/29,0,870,870,870,,0
1999/7/30,200,850,830.2,850,X,2
1999/8/2,600,855,840.3,855,5,3
1999/8/3,100,868,868,868,13,1
1999/8/4,600,868,868,868,,4
1999/8/5,0,870,870,870,,0
1999/8/6,400,870,870,870,X,3
1999/8/9,400,884,875,875,5,3
1999/8/10,700,875,870,875,,7
1999/8/11,500,880,875,875,,3
1999/8/12,200,867.7,867.7,867.7,-7.3,2
1999/8/13,0,870,870,870,,0
1999/8/16,300,851.8,825,851.8,X,3
1999/8/17,100,879,879,879,27.2,1
1999/8/18,0,870,870,870,,0
1999/8/19,0,870,870,870,,0
1999/8/20,0,870,870,870,,0
1999/8/23,0,870,870,870,,0
1999/8/24,0,870,870,870,,0
1999/8/25,500,879,879,879,X,3
1999/8/26,202,855,854.9,854.9,-24.1,3
1999/8/27,100,858.8,858.8,858.8,3.9,1
1999/8/30,500,835.95,820,835.95,-22.85,3
1999/8/31,0,870,870,870,,0
1999/9/1,0,870,870,870,,0
1999/9/2,200,859,859,859,X,2
1999/9/3,0,870,870,870,,0
1999/9/6,300,868,835,868,X,3
1999/9/7,330,880,869.8,874.65,6.65,4
1999/9/8,1900,863.15,830,863.15,-11.5,17
1999/9/9,200,863.15,845,863.15,,2
1999/9/10,0,870,870,870,,0
1999/9/13,1300,885,875,885,X,8
1999/9/14,100,885,885,885,,1
1999/9/15,300,883.9,883.9,883.9,-1.1,1
1999/9/16,400,887.5,870.5,883.5,-0.4,4
1999/9/17,800,893,888,893,9.5,6
1999/9/20,300,890,835,890,-3,3
1999/9/21,1407,892,860.5,888,-2,9
1999/9/23,500,887.7,870.1,887.7,-0.3,5
1999/9/24,1200,888,880.2,888,0.3,6
1999/9/27,1700,902,888,902,14,11
1999/9/28,300,904.9,902,904.9,2.9,3
1999/9/29,200,883,855.2,883,-21.9,2
1999/9/30,0,870,870,870,,0
1999/10/1,0,870,870,870,,0
1999/10/4,800,900,871,900,X,7
1999/10/5,100,889.3,889.3,889.3,-10.7,1
1999/10/6,1600,910,902,907,17.7,12
1999/10/7,100,907,907,907,,1
1999/10/8,400,905,865.1,905,-2,4
1999/10/11,2100,920,910,914,9,14
1999/10/12,2300,928,910.2,914.75,0.75,21
1999/10/13,1200,920,914,914,-0.75,6
1999/10/14,2100,935,920,935,21,11
1999/10/15,7600,945,935,945,10,13
1999/10/18,200,945,944,944,-1,2
1999/10/19,500,942,902,942,-2,5
1999/10/20,400,872.2,870,872.2,-69.8,2
1999/10/21,0,870,870,870,,0
1999/10/22,100,880.1,880.1,880.1,X,1
1999/10/25,2,870,870,870,,1
1999/10/26,850,942.5,920,920,X,9
1999/10/27,100,920,920,920,,1
1999/10/28,0,870,870,870,,0
1999/10/29,200,883.1,881.1,883.1,X,2
1999/11/1,0,870,870,870,,0
1999/11/2,100,920,920,920,X,1
1999/11/3,200,920,919.9,920,,2
1999/11/4,100,925,925,925,5,1
1999/11/5,500,925,905,925,,5
1999/11/8,100,905.1,905.1,905.1,-19.9,1
1999/11/9,400,924.7,911,920,14.9,4
1999/11/10,100,886,886,886,-34,1
1999/11/11,200,919.9,886.1,919.9,33.9,2
1999/11/12,200,925,925,925,5.1,2
1999/11/15,100,870,870,870,-55,1
1999/11/16,100,900,900,900,30,1
1999/11/17,100,919,919,919,19,1
1999/11/18,200,871.2,871,871,-48,2
1999/11/19,0,870,870,870,,0
1999/11/22,100,919,919,919,X,1
1999/11/23,100,918.5,918.5,918.5,-0.5,1
1999/11/24,200,900,875.1,900,-18.5,2
1999/11/25,100,880,880,880,-20,1
1999/11/26,0,870,870,870,,0
1999/11/29,100,914.9,914.9,914.9,X,1
1999/11/30,100,872.1,872.1,872.1,-42.8,1
1999/12/1,0,870,870,870,,0
1999/12/2,400,880,878.1,880,X,3
1999/12/3,300,881,880.35,881,1,3
1999/12/6,0,870,870,870,,0
1999/12/7,200,910,909.9,909.9,X,2
1999/12/8,300,900,870.1,900,-9.9,3
1999/12/9,0,870,870,870,,0
1999/12/10,100,866.1,866.1,866.1,X,1
1999/12/13,200,909.9,890,890,23.9,2
1999/12/14,100,890,890,890,,1
1999/12/15,0,870,870,870,,0
1999/12/16,200,900,890,900,X,2
1999/12/17,200,895,865.35,895,X,2
1999/12/20,200,871,870,870,-25,2
1999/12/21,330,889.9,880,889.9,19.9,5
1999/12/22,400,889.9,889.9,889.9,,1
1999/12/23,400,871,860.1,860.1,-29.8,3
1999/12/24,0,870,870,870,,0
1999/12/27,100,879,879,879,X,1
1999/12/28,100,894.7,894.7,894.7,15.7,1
1999/12/29,100,864.1,864.1,864.1,-30.6,1
1999/12/30,0,870,870,870,,0
1999/12/31,0,870,870,870,,0
100/01/03,1300,860,860,860,X,3
100/01/04,0,870,870,870,,0
100/01/05,0,870,870,870,,0
100/01/06,0,870,870,870,,0
100/01/07,300,895.9,895.9,895.9,X,3
100/01/10,100,880,880,880,-15.9,1
100/01/11,200,895,893.9,893.9,13.9,2
100/01/12,200,894.5,893.9,893.9,,2
100/01/13,0,870,870,870,,0
100/01/14,0,870,870,870,,0
100/01/17,500,882.8,853.1,857,X,5
100/01/18,100,886.9,886.9,886.9,29.9,1
100/01/19,100,870,870,870,-16.9,1
100/01/20,0,870,870,870,,0
100/01/21,0,870,870,870,,0
100/01/24,100,850,850,850,X,1
100/01/25,200,850,841.2,841.2,-8.8,2
100/01/26,0,870,870,870,,0
100/01/27,500,894.9,868,894.9,X,4
100/01/28,0,870,870,870,,0
100/02/08,0,870,870,870,,0
100/02/09,500,889.8,869,869,X,5
100/02/10,400,872,831.2,872,3,4
100/02/11,200,869.9,830.1,869.9,-2.1,2
100/02/14,0,870,870,870,,0
100/02/15,0,870,870,870,,0
100/02/16,100,872,872,872,X,1
100/02/17,200,869.9,832,869.9,-2.1,2
100/02/18,0,870,870,870,,0
100/02/21,0,870,870,870,,0
100/02/22,0,870,870,870,,0
100/02/23,0,870,870,870,,0
100/02/24,100,865,865,865,X,1
100/02/25,101,835,835,835,-30,2
100/03/01,100,842,842,842,7,1
100/03/02,1200,894.9,870,877.5,35.5,11
100/03/03,0,870,870,870,,0
100/03/04,0,870,870,870,,0
100/03/07,0,870,870,870,,0
100/03/08,100,885,885,885,X,1
100/03/09,0,870,870,870,,0
100/03/10,0,870,870,870,,0
100/03/11,100,885,885,885,X,1
100/03/14,100,854.1,854.1,854.1,-30.9,1
100/03/15,200,885,840,840,-14.1,2
100/03/16,200,870,831,870,30,2
100/03/17,100,860,860,860,-10,1
100/03/18,100,860,860,860,,1
100/03/21,0,870,870,870,,0
100/03/22,0,870,870,870,,0
100/03/23,0,870,870,870,,0
100/03/24,0,870,870,870,,0
100/03/25,0,870,870,870,,0
100/03/28,0,870,870,870,,0
100/03/29,200,876,850,876,X,2
100/03/30,0,870,870,870,,0
100/03/31,100,850,850,850,X,1
100/04/01,0,870,870,870,,0
100/04/06,100,832.5,832.5,832.5,X,1
100/04/07,100,880,880,880,47.5,1
100/04/08,0,870,870,870,,0
100/04/11,0,870,870,870,,0
100/04/12,100,885,885,885,X,1
100/04/13,0,870,870,870,,0
100/04/14,100,842,842,842,X,1
100/04/15,100,850,850,850,8,1
100/04/18,200,874.9,874,874.9,24.9,2
100/04/19,100,874,874,874,-0.9,1
100/04/20,100,845,845,845,-29,1
100/04/21,400,885,850,885,40,4
100/04/22,0,870,870,870,,0
100/04/25,0,870,870,870,,0
100/04/26,0,870,870,870,,0
100/04/27,400,880.5,852.3,880.5,X,4
100/04/28,0,870,870,870,,0
100/04/29,300,853,852.3,852.3,X,2
100/05/03,100,877,877,877,24.7,1
100/05/04,0,870,870,870,,0
100/05/05,0,870,870,870,,0
100/05/06,0,870,870,870,,0
100/05/09,100,862,862,862,X,1
100/05/10,0,870,870,870,,0
100/05/11,300,863.9,845.1,863.9,X,3
100/05/12,500,851,841.05,841.05,-22.85,5
100/05/13,0,870,870,870,,0
100/05/16,0,870,870,870,,0
100/05/17,200,859.8,859.8,859.8,X,2
100/05/18,100,840.1,840.1,840.1,-19.7,1
100/05/19,0,870,870,870,,0
100/05/20,0,870,870,870,,0
100/05/23,300,859,842,859,X,3
100/05/24,0,870,870,870,,0
100/05/25,0,870,870,870,,0
100/05/26,0,870,870,870,,0
100/05/27,700,859,850.5,859,X,4
100/05/30,0,870,870,870,,0
100/05/31,0,870,870,870,,0
100/06/01,0,870,870,870,,0
100/06/02,0,870,870,870,,0
100/06/03,0,870,870,870,,0
100/06/07,400,861.8,861.65,861.65,X,4
100/06/08,100,879,879,879,17.35,1
100/06/09,0,870,870,870,,0
100/06/10,0,870,870,870,,0
100/06/13,100,860,860,860,X,1
100/06/14,0,870,870,870,,0
100/06/15,0,870,870,870,,0
100/06/16,200,859.7,840.9,859.7,X,2
100/06/17,300,859.8,850,859.8,0.1,3
100/06/20,0,870,870,870,,0
100/06/21,0,870,870,870,,0
100/06/22,0,870,870,870,,0
100/06/23,0,870,870,870,,0
100/06/24,0,870,870,870,,0
100/06/27,100,859,859,859,X,1
100/06/28,400,858,850,850,-9,3
100/06/29,0,870,870,870,,0
100/06/30,100,853.5,853.5,853.5,X,1
100/07/01,0,870,870,870,,0
100/07/04,600,838,800,800,X,6
100/07/05,0,870,870,870,,0
100/07/06,0,870,870,870,,0
100/07/07,400,845,820,839.9,X,4
100/07/08,0,870,870,870,,0
100/07/11,0,870,870,870,,0
100/07/12,400,844.5,821,829.9,X,4
100/07/13,1000,820,820,820,-9.9,4
100/07/14,0,870,870,870,,0
100/07/15,0,870,870,870,,0
100/07/18,200,829.5,810.1,829.5,X,2
100/07/19,400,828.9,810,810,-19.5,3
100/07/20,0,870,870,870,,0
100/07/21,0,870,870,870,,0
100/07/22,0,870,870,870,,0
100/07/25,0,870,870,870,,0
100/07/26,100,826,826,826,X,1
100/07/27,200,838,814,838,12,2
100/07/28,0,870,870,870,,0
100/07/29,0,870,870,870,,0
100/08/01,3300,820,818,818,X,10
100/08/02,1500,818,818,818,,4
100/08/03,1900,819,816,816,-2,6
100/08/04,100,789,789,789,-27,1
100/08/05,200,762.5,762,762,-27,2
100/08/08,201,778,740,740,-22,3
100/08/09,100,740,740,740,,1
100/08/10,100,735,735,735,-5,1
100/08/11,300,735,700,735,,3
100/08/12,0,870,870,870,,0
100/08/15,0,870,870,870,,0
100/08/16,500,760,740,760,X,5
100/08/17,100,758,758,758,-2,1
100/08/18,0,870,870,870,,0
100/08/19,0,870,870,870,,0
100/08/22,0,870,870,870,,0
100/08/23,0,870,870,870,,0
100/08/24,400,755,750,750,X,4
100/08/25,0,870,870,870,,0
100/08/26,0,870,870,870,,0
100/08/29,300,770,735,765,X,3
100/08/30,0,870,870,870,,0
100/08/31,0,870,870,870,,0
100/09/01,0,870,870,870,,0
100/09/02,500,755,755,755,X,1
100/09/05,0,870,870,870,,0
100/09/06,0,870,870,870,,0
100/09/07,200,775,750,775,X,2
100/09/08,0,870,870,870,,0
100/09/09,100,735,735,735,X,1
100/09/13,0,870,870,870,,0
100/09/14,700,752,613,613,X,5
100/09/15,600,703,685,703,90,2
100/09/16,199,752,752,752,49,2
100/09/19,100,735,735,735,-17,1
100/09/20,2,870,870,870,,1
100/09/21,0,870,870,870,,0
100/09/22,304,688,674,674,X,5
100/09/23,0,870,870,870,,0
100/09/26,0,870,870,870,,0
100/09/27,800,695,640,660,X,8
100/09/28,0,870,870,870,,0
100/09/29,0,870,870,870,,0
100/09/30,0,870,870,870,,0
100/10/03,0,870,870,870,,0
100/10/04,0,870,870,870,,0
100/10/05,0,870,870,870,,0
100/10/06,300,650,643,643,X,3
100/10/07,300,679,643.5,679,36,3
100/10/11,0,870,870,870,,0
100/10/12,200,698,660,698,X,2
100/10/13,102,660,660,660,-38,2
100/10/14,0,870,870,870,,0
100/10/17,400,708.9,708,708.9,X,4
100/10/18,400,670,670,670,-38.9,3
100/10/19,0,870,870,870,,0
100/10/20,0,870,870,870,,0
100/10/21,0,870,870,870,,0
100/10/24,0,870,870,870,,0
100/10/25,100,730,730,730,X,1
100/10/26,500,740,725,740,10,3
100/10/27,300,742,700,742,2,3
100/10/28,200,765,765,765,23,1
100/10/31,100,760,760,760,-5,1
100/11/01,400,760,750,759.9,-0.1,3
100/11/02,100,670.1,670.1,670.1,-89.8,1
100/11/03,200,750,730.05,750,79.9,2
100/11/04,500,765,750,755,5,4
100/11/07,800,759.9,746,759.9,4.9,4
100/11/08,200,765,750,765,5.1,2
100/11/09,0,870,870,870,,0
100/11/10,0,870,870,870,,0
100/11/11,200,760,730,760,X,2
100/11/14,0,870,870,870,,0
100/11/15,0,870,870,870,,0
100/11/16,200,799,780,799,X,2
100/11/17,201,779.5,760,779.5,-19.5,3
100/11/18,0,870,870,870,,0
100/11/21,0,870,870,870,,0
100/11/22,0,870,870,870,,0
100/11/23,200,715,650,715,X,2
100/11/24,300,740,715,740,25,2
100/11/25,200,715,655,715,-25,2
100/11/28,0,870,870,870,,0
100/11/29,1200,715,660,715,X,12
100/11/30,0,870,870,870,,0
100/12/01,0,870,870,870,,0
100/12/02,0,870,870,870,,0
100/12/05,0,870,870,870,,0
100/12/06,0,870,870,870,,0
100/12/07,300,715,670,689,X,3
100/12/08,0,870,870,870,,0
100/12/09,300,700,685,700,X,2
100/12/12,0,870,870,870,,0
100/12/13,200,710,680,710,X,2
100/12/14,0,870,870,870,,0
100/12/15,0,870,870,870,,0
100/12/16,200,695,675,695,X,2
100/12/19,200,695,665,695,,2
100/12/20,0,870,870,870,,0
100/12/21,100,720,720,720,X,1
100/12/22,0,870,870,870,,0
100/12/23,0,870,870,870,,0
100/12/26,0,870,870,870,,0
100/12/27,200,721,690,721,X,2
100/12/28,0,870,870,870,,0
100/12/29,0,870,870,870,,0
100/12/30,0,870,870,870,,0
101/01/02,0,870,870,870,,0
101/01/03,300,750,651.1,735,X,3
101/01/04,0,870,870,870,,0
101/01/05,0,870,870,870,,0
101/01/06,0,870,870,870,,0
101/01/09,200,750,734,750,X,2
101/01/10,0,870,870,870,,0
101/01/11,200,765,740,765,X,2
101/01/12,0,870,870,870,,0
101/01/13,0,870,870,870,,0
101/01/16,100,735,735,735,X,1
101/01/17,100,755,755,755,20,1
101/01/18,0,870,870,870,,0
101/01/30,100,760,760,760,X,1
101/01/31,200,785,770,785,25,2
101/02/01,200,686,686,686,-99,2
101/02/02,200,739,739,739,53,2
101/02/03,200,730,730,730,-9,2
101/02/04,100,730,730,730,,1
101/02/06,0,870,870,870,,0
101/02/07,300,755,750,755,X,3
101/02/08,200,765,760,765,10,2
101/02/09,200,755,740,755,-10,2
101/02/10,100,740,740,740,-15,1
101/02/13,100,757,757,757,17,1
101/02/14,0,870,870,870,,0
101/02/15,200,748,730,748,X,2
101/02/16,100,760,760,760,12,1
101/02/17,100,760,760,760,,1
101/02/20,100,730,730,730,-30,1
101/02/21,0,870,870,870,,0
101/02/22,200,758,754,754,X,2
101/02/23,100,740,740,740,-14,1
101/02/24,100,758,758,758,18,1
101/02/29,100,770,770,770,12,1
101/03/01,200,782,765,782,12,2
101/03/02,0,870,870,870,,0
101/03/03,300,779,760,779,X,3
101/03/05,0,870,870,870,,0
101/03/06,0,870,870,870,,0
101/03/07,600,760,740,755,X,4
101/03/08,200,758,750,758,3,2
101/03/09,400,764,726,764,6,4
101/03/12,0,870,870,870,,0
101/03/13,300,773,760,772,X,3
101/03/14,100,779,779,779,7,1
101/03/15,100,760,760,760,-19,1
101/03/16,300,769,760,760,,2
101/03/19,200,769.9,765,769.9,9.9,2
101/03/20,0,870,870,870,,0
101/03/21,600,745,736,745,X,4
101/03/22,100,745,745,745,,1
101/03/23,100,758,758,758,13,1
101/03/26,0,870,870,870,,0
101/03/27,100,759,759,759,X,1
101/03/28,0,870,870,870,,0
101/03/29,0,870,870,870,,0
101/03/30,200,758,735,758,X,2
101/04/02,0,870,870,870,,0
101/04/03,0,870,870,870,,0
101/04/05,200,730,730,730,X,2
101/04/06,100,760,760,760,30,1
101/04/09,100,768,768,768,8,1
101/04/10,0,870,870,870,,0
101/04/11,500,750,726.5,750,X,4
101/04/12,0,870,870,870,,0
101/04/13,500,747,740,740,X,3
101/04/16,105,726,726,726,-14,2
101/04/17,305,768,725,725,-1,4
101/04/18,200,744,710,744,19,2
101/04/19,110,711.1,711.1,711.1,-32.9,2
101/04/20,0,870,870,870,,0
101/04/23,0,870,870,870,,0
101/04/24,100,742,742,742,X,1
101/04/25,0,870,870,870,,0
101/04/26,0,870,870,870,,0
101/04/27,100,748,748,748,X,1
101/04/30,0,870,870,870,,0
101/05/02,200,748,734,748,X,2
101/05/03,0,870,870,870,,0
101/05/04,100,756,756,756,X,1
101/05/07,0,870,870,870,,0
101/05/08,200,765,756,765,X,2
101/05/09,200,755,730,755,-10,2
101/05/10,0,870,870,870,,0
101/05/11,100,763.5,763.5,763.5,X,1
101/05/14,100,740,740,740,-23.5,1
101/05/15,0,870,870,870,,0
101/05/16,100,765,765,765,X,1
101/05/17,200,767.5,750,767.5,2.5,2
101/05/18,0,870,870,870,,0
101/05/21,300,720,720,720,X,2
101/05/22,100,740,740,740,20,1
101/05/23,100,717,717,717,-23,1
101/05/24,300,724.95,710,724.95,7.95,3
101/05/25,100,750,750,750,25.05,1
101/05/28,0,870,870,870,,0
101/05/29,100,739.9,739.9,739.9,X,1
101/05/30,102,710,710,710,-29.9,2
101/05/31,200,700,700,700,-10,2
101/06/01,100,710,710,710,10,1
101/06/04,205,690,690,690,-20,3
101/06/05,200,708.5,683,708.5,18.5,2
101/06/06,0,870,870,870,,0
101/06/07,100,748.5,748.5,748.5,X,1
101/06/08,0,870,870,870,,0
101/06/11,0,870,870,870,,0
101/06/12,200,740,720,740,X,2
