1998/8/14,167400,94979020,528,555,44.3,530
1998/8/17,110000,59036200,528,538,-17,320
1998/8/18,97200,50791000,515,518,-20,339
1998/8/19,96405,50142830,515,516,-2,253
1998/8/20,137600,69319180,497,503,-13,422
1998/8/21,104000,51755250,480.1,483,-20,323
1998/8/24,42600,21206780,494,498,15,136
1998/8/25,35402,17445310,487,490,-8,114
1998/8/26,22200,11007280,490,498.5,8.5,70
1998/8/27,13600,6707180,490,491,-7.5,56
1998/8/28,23600,11622730,486,488,-3,81
1998/8/31,37804,18197820,476,482,-6,127
1998/9/1,70000,34065900,482,494,12,122
1998/9/2,109602,52799020,480,484.3,-9.7,296
1998/9/3,151800,74044180,481,490,5.7,303
1998/9/4,95200,47061680,491,491.5,1.5,250
1998/9/7,83204,42041600,500,510.2,18.7,300
1998/9/8,76436,39250016,506,516.35,6.15,265
1998/9/9,80800,41854190,510,510,-6.35,193
1998/9/10,92000,47640080,512,522.5,12.5,191
1998/9/11,51206,26780046,516.8,525,2.5,114
1998/9/14,44242,22868926,513,518,-7,143
1998/9/15,16000,8314430,518,520,2,53
1998/9/16,35000,18249640,518,523,3,97
1998/9/17,62076,33047344,525,535,12,176
1998/9/18,24401,12978261,529,531.05,-3.95,68
1998/9/21,112600,59054700,520,527.5,-3.55,118
1998/9/22,13802,7233104,522,524.45,-3.05,51
1998/9/23,24804,12933130,519,520,-4.45,73
1998/9/24,45800,23322770,504,507.5,-12.5,147
1998/9/25,33200,16760040,502,507.05,-0.45,96
1998/9/28,31800,15919950,497.5,498,-9.05,108
1998/9/29,18600,9374680,500,506,8,74
1998/9/30,72200,36132680,497,500.55,-5.45,241
1998/10/1,12400,6205410,498.8,501,0.45,51
1998/10/2,140000,68109430,480,485.1,-15.9,403
1998/10/5,34200,16576890,483.95,484.7,-0.4,107
1998/10/6,33000,16230230,486,494.2,9.5,123
1998/10/7,110005,55880320,499.2,510,15.8,246
1998/10/8,53600,27568950,510.5,513.05,3.05,172
1998/10/9,58600,30435570,514.5,519.1,6.05,175
1998/10/12,72200,37677870,519,520,0.9,97
1998/10/13,59400,31012450,512.5,524.2,4.2,132
1998/10/14,46600,24552160,522.5,529.9,5.7,111
1998/10/15,84000,45207690,530,537,7.1,223
1998/10/16,38200,20470980,533,535.05,-1.95,83
1998/10/19,27400,14617120,530,535,-0.05,80
1998/10/20,25000,13581160,538,543.7,8.7,100
1998/10/21,19200,10401330,540,541,-2.7,72
1998/10/22,24000,12928310,534,536.9,-4.1,80
1998/10/23,52000,28600000,538,552,15.1,143
1998/10/26,12800,7047670,547,551.5,-0.5,53
1998/10/27,50200,27668180,545,553.7,2.2,144
1998/10/28,34800,18895880,537,537,-16.7,107
1998/10/29,24000,12612570,520.1,526.9,-10.1,90
1998/10/30,32400,17412940,528.45,538,11.1,125
1998/11/2,26400,13913790,522.5,530.05,-7.95,88
1998/11/3,28610,15351880,533,533,2.95,89
1998/11/4,16000,8575780,530.05,538.1,5.1,50
1998/11/5,12600,6756940,534,534,-4.1,50
1998/11/6,33000,18010920,540.5,547,13,96
1998/11/9,33000,18151600,545,548.1,1.1,100
1998/11/10,69800,39105310,553,559.65,11.55,152
1998/11/11,22800,12735930,556,557.95,-1.7,73
1998/11/12,19800,11155420,558.5,561.25,3.3,77
1998/11/13,3400,1890040,554,555.95,-5.3,16
1998/11/16,12800,7241090,558,566.05,10.1,48
1998/11/17,9200,5224450,566,566,-0.05,35
1998/11/18,38240,21742710,562.75,566.15,0.15,74
1998/11/19,17600,9932930,560,564,-2.15,53
1998/11/20,9606,5361934,555,557,-7,31
1998/11/23,5840,3259700,552,557.85,0.85,27
1998/11/24,14200,8023580,560,564,6.15,51
1998/11/25,32000,17727460,550,553.3,-10.7,98
