1997/8/18,1652000,24.23,23.01,23.32,-1.19,106
1997/8/19,1776000,23.5,22.95,23.5,0.18,141
1997/8/20,1515000,23.77,23,23.77,0.27,158
1997/8/21,49000,23.78,23.35,23.36,-0.41,27
1997/8/22,103000,23.51,23.17,23.4,0.04,35
1997/8/25,193000,23.94,23.35,23.86,0.46,38
1997/8/26,493000,23.54,23.22,23.4,-0.46,66
1997/8/27,257000,23.75,23.31,23.59,0.19,45
1997/8/28,16000,23.73,23.48,23.48,-0.11,12
1997/8/29,468000,23.9,23.66,23.75,0.27,19
1997/9/1,79000,23.52,23.3,23.3,-0.45,18
1997/9/2,412000,23.3,23.09,23.15,-0.15,36
1997/9/3,217000,23.3,22.73,22.78,-0.37,63
1997/9/4,147000,22.7,22.05,22.2,-0.58,51
1997/9/5,212000,21.89,21.3,21.7,-0.5,53
1997/9/8,219000,23.1,22.6,23.1,1.4,39
1997/9/9,60000,23,22.22,22.22,-0.88,22
1997/9/10,120000,22.6,21.8,22.3,0.08,23
1997/9/11,174000,22.8,21.59,21.65,-0.65,48
1997/9/12,185000,22.13,21.6,22.13,0.48,28
1997/9/15,229000,21.8,20.84,20.89,-1.24,49
1997/9/16,188000,19.85,19.71,19.8,-1.09,48
1997/9/17,500000,21.18,19.6,19.88,0.08,40
1997/9/18,431000,19.45,18.65,19.1,-0.78,63
1997/9/19,402009,20.43,19.8,20.35,1.25,59
1997/9/22,263000,21.2,20.36,20.65,0.3,46
1997/9/23,120000,21,20,21,0.35,31
1997/9/24,98000,21,20.65,20.65,-0.35,25
1997/9/25,9000,20.65,20.4,20.4,-0.25,7
1997/9/26,41000,20.52,20,20.09,-0.31,17
1997/9/30,134000,19.5,18.69,18.85,-1.24,34
1997/10/1,91000,19.61,19.11,19.5,0.65,32
1997/10/2,63000,19.51,19.23,19.3,-0.2,18
1997/10/3,2155009,19.4,19,19.4,0.1,66
1997/10/6,50000,19.3,18.6,18.61,-0.79,15
1997/10/7,65000,18.62,18.01,18.62,0.01,23
1997/10/8,77000,18.2,17.4,17.4,-1.22,26
1997/10/9,368000,17.75,17.4,17.41,0.01,30
1997/10/13,93000,17,16.81,16.84,-0.57,38
1997/10/14,74000,18.01,17.72,18.01,1.17,32
1997/10/15,36000,18,17.39,17.75,-0.26,17
1997/10/16,33000,17.18,17.13,17.13,-0.62,11
1997/10/17,56000,17,16.54,16.55,-0.58,31
1997/10/20,60000,16.29,15.98,16.29,-0.26,20
1997/10/21,47000,16.83,16.51,16.8,0.51,16
1997/10/22,54000,16.52,16.24,16.24,-0.56,25
1997/10/23,351000,16,15.68,15.68,-0.56,26
1997/10/24,71000,15.17,15.14,15.14,-0.54,21
1997/10/27,123000,14.2,14.09,14.09,-1.05,32
1997/10/28,286000,14.88,13.11,14.81,0.72,36
1997/10/29,34000,15.8,15.03,15.31,0.5,12
1997/10/30,185000,16.38,14.4,16.38,1.07,25
1997/10/31,240000,17.01,16,17,0.62,35
1997/11/3,30000,18,16.72,17.62,0.62,23
1997/11/4,232000,17.7,17.02,17.7,0.08,29
1997/11/5,101000,18.27,17.53,17.63,-0.07,26
1997/11/6,12000,17.28,16.9,17,-0.63,11
1997/11/7,16000,17.3,16.25,17,,14
1997/11/10,54000,17.3,17,17.21,0.21,14
1997/11/11,22000,17.15,16.69,17.1,-0.11,16
1997/11/12,84000,17,16.82,16.82,-0.28,4
1997/11/13,14000,17,15.7,15.7,-1.12,13
1997/11/14,127000,16.5,16.27,16.5,0.8,18
1997/11/17,12000,16.5,16.25,16.5,,4
1997/11/18,45001,16.6,16.2,16.2,-0.3,6
1997/11/19,1000,16.21,16.21,16.21,0.01,1
1997/11/20,18000,16,15.1,15.7,-0.51,9
1997/11/21,532000,16,14.81,16,0.3,15
1997/11/24,40000,16,15.2,15.35,-0.65,10
1997/11/25,11000,15.86,15.71,15.79,0.44,4
1997/11/26,36000,15.86,15.73,15.86,0.07,5
1997/11/27,55000,16.6,16.2,16.6,0.74,16
1997/11/28,13000,16.59,16.38,16.38,-0.22,9
1997/12/1,68000,16.98,16.46,16.97,0.59,13
1997/12/2,19001,16.58,16.4,16.4,-0.57,7
1997/12/3,236000,16.7,16.5,16.5,0.1,11
1997/12/4,59000,16.6,16.1,16.1,-0.4,12
1997/12/5,21000,16.11,15.95,16.11,0.01,6
1997/12/8,38000,16.86,16.45,16.84,0.73,9
1997/12/9,92000,17.25,16.88,16.88,0.04,13
